LTER_site,local_site,year,date,site,plot,ACHMIL,ALLGEY,ANTMED,AREFEN,ARTSCO,bare,BISBIS,BISVIV,CALLEP,CAMROT,CAR_SP1,CARHET,CARNOV,CARSCO,CASOCC,CERARV,CHIJAM,DANINT,DESCAE,DRABA_SP1,DRACRA2,ERIMEL,ERIPIN,ERISIM,FESBRA,FORB_SP1,GEN_SP1,GENALG,GENAMA,GENPRO,GEUROS,GRASS_SP1,LEWPYG,lichen,litter,LLOSER,LUZSPI,MERLAN,MINOBT,moss,NOCFEN,PACCRO,PEDGRO,PHLALP,POA_SP1,POAALP,POAARC,POAGLA,POTDIV,PRIANG,RANADO,RHOINT,RHORHO,rock,SALIX_SP1,SAXRHO,SEDLAN,SELDEN,SIBPRO,SOLMUL,STELON,STEUMB,SWEPER,TRIPAR,TRISPI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2005,.,1,CXC,0,0,0,0.5,16,15,0.5,0,3,0,0,0,0,3,3,0,0,0,30,0,0,0,0,1,0,0,0,7,0,0,31,2,0,0,66,14,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2005,.,1,CXN,0,0,0,1,23,7,6,0,15,0,0,0,0,34,0.5,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,41,0,0,0,82,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Longs,2005,.,1,CXX,0,0,0,0,24,6,8,0,0,0,0,0,0,15,0.5,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,56,1,0,0,68,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CAC,0,0,0,0,16,10,1,0,0.5,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CAN,0,0,0,0.5,13,7,16,0,3,0,0,0,0,3,0,0,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CAX,0,0,0,2,18,4,7,0,0,0,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,64,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CBX,0,0,0,2,13,8,3,0,3,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,3,0,0,23,0,0,0,81,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CDC,0,0,0,0,14,15,1,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,44,0,0,0,75,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CDN,0,0,0,0.5,18,13,6,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,77,0,0,8,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CDX,0,0,0,10,31,15,11,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,77,0,0,0,55,0,0,14,0,9,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CXC,0,0,0,1,5,15,3,0,2,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,7,0,0,53,0,0,0,78,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CXN,0,0,0,1,12,0,9,0,2,0,0,0,0,7,0,0,0,0,85,0,0,0,0,0,0,0,0,1,0,0,21,0,1,0,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,2,CXX,0,0,0,5,29,3,7,0,1,0,0,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,14,0,0,43,0,0,0,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CAC,0,0,0,0,11,40,3,0,4,0,0,0,0,1,2,0,0,0,59,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,56,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CAN,0,0,0,0,16,18,11,0,16,0,0,0,0,1,0.5,0,0,0,75,0,0,0,0,0,0,0,0,5,0,0,0.5,0,0.5,0,60,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CAX,0,0,0,0,17,10,6,0,10,0,0,0,0,0,1,0,0,0,86,0,0,0,0,1,0,0,0,16,0,0,2,1,0,0,59,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CBX,0,0,0,1,19,17,18,0,6,0,0,0,0,7,5,0,0,0,58,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,56,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CDC,0,0,0,0,3,48,5,0,4,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CDN,0,0,0,0,10,46,9,0,3,0,0,0,0,9,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,14,0,4,0,59,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CDX,0,0,0,0,10,22,11,0,11,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,63,0,0,0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CXC,0,0,0,0,3,18,4,0,4,0,0,0,0,4,3,0,0,0,44,0,0,0,0,0.5,0,0,0,7,0,0,16,0,1,0,81,0.5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CXN,0,0,0,0,17,15,10,0,3,0,0,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Edge,2005,.,3,CXX,0,0,0,0,11,6,17,0,22,0,0,0,0,15,0,0,0,0,71,0,0,0,0,0,0,0,0,9,0,0,40,0,0.5,0,65,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CAC,0,0,0,0,13,16,2,0,1,0,0,0,0,1,0.5,0,0,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CAN,0,0,0,0,4,8,7,0,0,0,0,0,0,6,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,52,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CAX,0,0,0,0,18,10,7,0,0,0,0,0,0,0.5,0,0,0,0,71,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CBX,0,0,0,0,5,14,5,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CDC,0,0,0,0,10,13,2,0,0,0,1,0,0,8,0.5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,61,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CDN,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,59,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CDX,0,0,0,1,15,7,3,0,0,0,0,0,0,2,5,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,39,0,0.5,0,82,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CXC,0,0,0,0,6,4,1,0,0,0,0,0,0,0.5,2,0,0,0,43,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CXN,0,0,0,0,2,11,8,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,16,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Tundra Lab,2005,.,4,CXX,0,0,0,0,8,2,1,0,0.5,0,0,0,0,2,2,0,0,0,47,0,0,0,0,3,0,0,0,0,0,0,62,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CAC,0,0.5,0,0,10,24,1,0,0,0,0,0,0,3,0,0,0,0,76,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,50,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CAN,1,0,0,2,12,8,15,0,0.5,0,0,0,0,2,0,0,0,0,87,0,0,0,0,0.5,0,0,0,1,0,0,0.5,0,0,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CAX,0,0,0,0,18,18,6,0,5,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0.5,0,0,0,7,0,0,5,0,1,0,66,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CBX,0,0,0,0,1,7,2,0,5,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0.5,0,0,0,0,0,0,40,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CDC,0,0,0,0,9,25,6,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,56,0,0,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CDN,4,0,0,0,19,18,10,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,7,0,0,62,0.5,0.5,0,45,0,0,1,0,0,0,0,0,27,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CDX,0,0,0,0,10,11,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,62,0,2,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CXC,13,0,0,0.5,10,21,7,0,0,0,0,0,0,0.5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,55,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CXN,0,0,0,0,24,16,10,1,1,0,0,0,0,6,0,0,0,0,63,0,0,0,0,0.5,0,0,0,3,0,0,55,0,2,0,51,2,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,5,0,0,0,0,0,0,0,0,2,0,0,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Watershed,2005,.,5,CXX,0,0,0,0,3,5,4,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,4,0,0,0,0,0,0,66,0,0.5,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CAC,0,0,0,0,13,47,1,0,3,0,0,0,0,0,1,0,0,0,33,0,0,0,0,3,0,0,0,0.5,0,0,1,0,0,0,51,2,0.5,0,0,0.5,0,0,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,6,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CAN,0,0,0,0,2,35,1,0,0,0,0,0,0,0,1,0,0,0,64,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,5,0,66,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CAX,0,0,0,0,25,26,9,0.5,1,0,0,0,0,0.5,1,0,0,0,65,0,0,0,0,3,0,0,0,0,0,0,1,0,0.5,0,56,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CBX,0,0,0,0,7,43,4,0,0,0,0,0,0,1,2,0,0,0,27,0,0,0,0,1,0.5,0,0,0,0,0,28,0,0,0,63,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CDC,0,0,0,0,6,19,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,41,0,0,0,81,7,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CDN,0,0,0,0,8,56,3,1,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,29,0,3,0,59,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CDX,0,0,0,0,13,6,6,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,49,0,0,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CXC,0,0,0,0,2,24,3,1,3,0,0,0,0,0,2,0,0,0,33,0,0,0,0,4,0,0,0,1,0,0,33,0,0,0,46,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CXN,0,0,0,1,14,21,8,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0.5,0,0,0,0,0,0,10,0,1,0,77,0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Lefty,2005,.,6,CXX,0,0,0,0,13,4,3,0,0.5,0,0,0,0,15,3,0,0,0,47,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,9,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CAC,8,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,2,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CAN,0,0,0,0,9,16,13,0,0,0,0,0,0,0,0,0,0,2,76,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CAX,0,0,0,0.5,2,5,6,0,0,0,0,0,0,0,0,0,0,7,90,0,0,0,0,8,0,0,0,0,0,0,4,0,0.5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,11,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CBX,0,0,0,0,0.5,3,6,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,0,0,0,0,0,0,62,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,7,0,0,0,0,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CDC,0,0,0,0,8,19,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CDN,0.5,0,0,0,6,11,8,0,0,0,8,0,0,0,0,0,0,1,10,0,0,0,0,4,0,0,0,0,0,0,46,0,3,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWT,Subalpine,2005,.,7,CDX,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,10,0,0,0,0,0,0,73,0,0.5,0,46,10,0,2,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,7,0,0,0,0,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
